fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label,NLOS
13773,18585,15377,44,5120,1020,744.512,-80.371,-81.315,0.944,1.01174553,13589,13519.99331,69.00669379,0,LOS
17357,19403,13271,56,60928,1050,743.488,-81.824,-82.58,0.756,1.009239343,13628,13519.99331,108.0066938,0,LOS
16872,16351,9797,48,30720,1020,749.872,-80.517,-81.042,0.525,1.006520362,13572,13519.99331,52.00669379,0,LOS
11829,16996,15660,44,17664,1050,749.832,-80.341,-81.18,0.839,1.010442987,13560,13519.99331,40.00669379,0,LOS
14852,18240,14286,44,56320,1020,747.712,-80.353,-81.329,0.976,1.012146404,13588,13519.99331,68.00669379,0,LOS
13383,16609,14838,36,35840,1050,746.648,-80.336,-81.221,0.885,1.011016232,13559,13519.99331,39.00669379,0,LOS
13823,17269,14359,40,21248,1021,745.576,-80.266,-81.25,0.984,1.012259238,13570,13519.99331,50.00669379,0,LOS
19335,19551,14503,48,58624,1050,743.48,-80.245,-81.09,0.845,1.010530251,13590,13519.99331,70.00669379,0,LOS
17732,17135,10948,44,29440,1051,749.864,-80.321,-81.189,0.868,1.010806638,13586,13519.99331,66.00669379,0,LOS
14570,20067,19193,48,17152,1050,749.832,-80.034,-82.79,2.756,1.034435365,13613,13519.99331,93.00669379,0,LOS
16570,20377,18434,60,2560,1021,748.776,-80.228,-81.122,0.894,1.011143242,13593,13519.99331,73.00669379,0,LOS
12320,16692,15120,40,50688,1051,747.704,-80.146,-82.984,2.838,1.035410376,13555,13519.99331,35.00669379,0,LOS
15653,18387,13998,40,40704,1050,746.648,-80.187,-81.232,1.045,1.013032038,13630,13519.99331,110.0066938,0,LOS
16948,18178,13585,44,25600,1020,745.608,-80.477,-81.484,1.007,1.012512892,13601,13519.99331,81.00669379,0,LOS
19032,17792,11487,44,13056,1019,744.544,-80.128,-82.864,2.736,1.034145367,13579,13519.99331,59.00669379,0,LOS
18548,18192,10851,44,63744,1050,743.488,-80.321,-81.003,0.682,1.00849093,13565,13519.99331,45.00669379,0,LOS
17639,16817,11181,52,28672,1051,749.864,-80.516,-81.296,0.78,1.009687516,13604,13519.99331,84.00669379,0,LOS
13086,17066,15063,40,19456,1050,749.84,-80.272,-81.179,0.907,1.011299083,13582,13519.99331,62.00669379,0,LOS
17465,16830,9737,40,64256,1019,747.744,-80.392,-81.042,0.65,1.008085382,13611,13519.99331,91.00669379,0,LOS
14689,17744,14539,48,55040,1050,747.704,-80.352,-81.368,1.016,1.012644365,13613,13519.99331,93.00669379,0,LOS
15853,17363,14073,44,39680,1020,746.648,-80.477,-81.485,1.008,1.012525318,13569,13519.99331,49.00669379,0,LOS
19617,19424,13198,52,28160,1051,745.616,-81.882,-82.577,0.695,1.008487824,13576,13519.99331,56.00669379,0,LOS
18697,19355,11579,60,14592,1050,744.552,-81.9,-82.412,0.512,1.006251526,13579,13519.99331,59.00669379,0,LOS
17553,17202,12135,52,60160,1020,743.488,-80.542,-81.39,0.848,1.010528668,13561,13519.99331,41.00669379,0,LOS
13661,19381,17572,48,18432,1020,749.84,-80.177,-81.031,0.854,1.010651434,13606,13519.99331,86.00669379,0,LOS
16632,18299,14457,52,7680,1051,748.776,-80.588,-81.645,1.057,1.013116097,13584,13519.99331,64.00669379,0,LOS
18209,18560,12793,48,60672,1049,747.744,-80.391,-81.343,0.952,1.011842122,13595,13519.99331,75.00669379,0,LOS
18521,17306,10146,48,48128,1020,746.68,-80.045,-82.796,2.751,1.034368168,13617,13519.99331,97.00669379,0,LOS
16225,20464,19059,44,34816,1051,746.648,-80.038,-82.873,2.835,1.035420675,13612,13519.99331,92.00669379,0,LOS
14911,20429,19250,52,17152,1049,745.576,-80.19,-82.986,2.796,1.03486719,13597,13519.99331,77.00669379,0,LOS
16231,18579,14221,40,7936,1020,744.52,-80.232,-81.313,1.081,1.013473427,13608,13519.99331,88.00669379,0,LOS
17575,16963,10151,52,63744,1051,743.488,-80.399,-81.113,0.714,1.008880707,13622,13519.99331,102.0066938,0,LOS
16140,17874,12950,40,26624,1051,749.872,-80.299,-81.242,0.943,1.011743608,13607,13519.99331,87.00669379,0,LOS
15529,16614,13389,48,6656,1049,748.776,-80.241,-81.191,0.95,1.011839334,13582,13519.99331,62.00669379,0,LOS
17112,17242,13128,52,58368,1052,747.736,-80.728,-81.65,0.922,1.011421068,13568,13519.99331,48.00669379,0,LOS
16632,16591,12755,40,41472,1050,746.672,-80.286,-81.237,0.951,1.011845154,13601,13519.99331,81.00669379,0,LOS
17082,16631,11719,48,27392,1049,745.616,-80.189,-81.054,0.865,1.010787016,13578,13519.99331,58.00669379,0,LOS
14483,18454,15071,40,21504,1052,745.576,-80.297,-81.317,1.02,1.012702841,13594,13519.99331,74.00669379,0,LOS
12520,17825,15670,44,2560,1050,744.52,-80.361,-81.27,0.909,1.011311457,13574,13519.99331,54.00669379,0,LOS
18257,19409,13975,52,42752,1051,742.416,-80,-82.944,2.944,1.0368,13609,13519.99331,89.00669379,0,LOS
18423,18363,10807,60,47616,1051,742.424,-78.253,-81.28,3.027,1.038682223,10689,10717.11818,-28.11817608,0,LOS
12228,17872,16117,52,52480,1051,743.456,-79.968,-81.226,1.258,1.015731293,10746,10717.11818,28.88182392,0,LOS
14749,17357,16802,64,2560,1020,744.52,-78.371,-81.766,3.395,1.043319595,10698,10717.11818,-19.11817608,0,LOS
16837,18173,14798,52,8192,1050,744.544,-78.345,-81.615,3.27,1.041738464,10762,10717.11818,44.88182392,0,LOS
15158,17187,17288,64,16384,1051,745.576,-78.56,-81.856,3.296,1.041955193,10696,10717.11818,-21.11817608,0,LOS
17534,16237,10623,52,12544,1049,744.544,-79.915,-82.855,2.94,1.036789088,10743,10717.11818,25.88182392,0,LOS
17026,19289,15977,60,23296,1051,745.584,-79.907,-81.284,1.377,1.017232533,10722,10717.11818,4.881823923,0,LOS
12795,16840,15656,48,37888,1049,746.64,-78.009,-81.198,3.189,1.040879898,10706,10717.11818,-11.11817608,0,LOS
18359,18046,10544,60,47616,1051,746.68,-79.835,-82.898,3.063,1.038366631,10731,10717.11818,13.88182392,0,LOS
14871,16632,17984,64,512,1050,748.768,-78.484,-81.874,3.39,1.043193517,10726,10717.11818,8.881823923,0,LOS
14694,17867,16964,60,3328,1020,748.776,-78.212,-81.563,3.351,1.042845088,10741,10717.11818,23.88182392,0,LOS
17006,18958,15218,60,23296,1050,749.84,-78.159,-81.487,3.328,1.042579869,10722,10717.11818,4.881823923,0,LOS
13721,16566,17489,48,1024,1051,744.512,-78.039,-81.586,3.547,1.045451633,10764,10717.11818,46.88182392,0,LOS
13904,17238,16639,64,18944,1049,745.584,-78.048,-81.354,3.306,1.042358549,10752,10717.11818,34.88182392,0,LOS
13778,16985,17138,60,34560,1051,746.64,-78.062,-81.444,3.382,1.043324537,10733,10717.11818,15.88182392,0,LOS
13675,16840,17471,60,51712,1050,747.712,-78.083,-81.66,3.577,1.045810228,10759,10717.11818,41.88182392,0,LOS
15738,18198,10629,56,64256,1052,747.744,-78.054,-82.968,4.914,1.062956415,10777,10717.11818,59.88182392,0,LOS
13420,16961,14746,56,6400,1050,748.776,-79.907,-81.219,1.312,1.016419087,10709,10717.11818,-8.118176077,0,LOS
16577,18377,12305,56,28416,1020,749.872,-78.265,-81.431,3.166,1.040452309,10687,10717.11818,-30.11817608,0,LOS
18595,19244,11356,56,64000,1021,743.488,-78.039,-81.132,3.093,1.039634029,10718,10717.11818,0.881823923,0,LOS
17127,19283,15954,56,6656,1051,744.52,-78.097,-81.441,3.344,1.042818546,10683,10717.11818,-34.11817608,0,LOS
17735,16874,9422,68,31744,1049,745.616,-78.401,-81.041,2.64,1.03367304,10706,10717.11818,-11.11817608,0,LOS
16879,18224,12327,56,44544,1051,746.68,-79.768,-82.991,3.223,1.040404674,10697,10717.11818,-20.11817608,0,LOS
17758,19339,16320,56,5376,1049,748.768,-78.308,-81.725,3.417,1.043635388,10726,10717.11818,8.881823923,0,LOS
13700,16837,18004,48,16896,1052,749.832,-79.911,-81.447,1.536,1.019221384,10769,10717.11818,51.88182392,0,LOS
16768,17460,16565,56,5376,1050,744.512,-78.012,-81.449,3.437,1.044057325,10707,10717.11818,-10.11817608,0,LOS
15903,17521,16501,60,22272,1020,745.576,-78.446,-81.738,3.292,1.041965173,10691,10717.11818,-26.11817608,0,LOS
16496,18778,11833,60,46080,1051,746.672,-78.441,-81.245,2.804,1.035746612,10688,10717.11818,-29.11817608,0,LOS
15594,18119,14578,68,57344,1049,747.736,-78.202,-81.416,3.214,1.041098693,10704,10717.11818,-13.11817608,0,LOS
17683,16442,9622,64,14336,1051,748.808,-78.617,-81.124,2.507,1.031888777,10669,10717.11818,-48.11817608,0,LOS
17394,18544,14180,60,25600,1049,749.864,-78.057,-81.323,3.266,1.041841219,10759,10717.11818,41.88182392,0,LOS
16947,18252,15024,52,57088,1052,743.456,-78.296,-81.59,3.294,1.042071115,10700,10717.11818,-17.11817608,0,LOS
14433,17033,17518,52,2304,1050,744.52,-78.262,-81.66,3.398,1.043418262,10766,10717.11818,48.88182392,0,LOS
15445,17665,16586,48,21248,1020,745.576,-78.505,-81.736,3.231,1.041156614,10709,10717.11818,-8.118176077,0,LOS
16004,17607,13379,64,42752,1050,746.672,-78.486,-81.583,3.097,1.039459267,10696,10717.11818,-21.11817608,0,LOS
15282,17959,12283,56,60928,1020,747.744,-78.013,-81.223,3.21,1.041146988,10708,10717.11818,-9.118176077,0,LOS
17146,17260,11134,56,12800,1050,748.8,-79.887,-82.99,3.103,1.038842365,10740,10717.11818,22.88182392,0,LOS
16739,16786,9882,48,63744,1051,743.488,-78.411,-81.086,2.675,1.034115111,10668,10717.11818,-49.11817608,0,LOS
14158,17109,16881,60,19456,1049,745.584,-78.156,-81.543,3.387,1.043336404,10712,10717.11818,-5.118176077,0,LOS
15754,18484,14501,56,40960,1051,746.672,-78.068,-81.379,3.311,1.042411744,10766,10717.11818,48.88182392,0,LOS
16652,18015,10223,56,65024,1050,747.744,-79.977,-82.995,3.018,1.037735849,10778,10717.11818,60.88182392,0,LOS
16548,18563,17335,60,22016,1052,741.32,-78.414,-81.857,3.443,1.043907976,10716,10717.11818,-1.118176077,0,LOS
16091,18169,10646,60,14848,1050,744.552,-78.142,-81.002,2.86,1.036600036,10744,10717.11818,26.88182392,0,LOS
16981,18463,14952,60,40960,1021,746.672,-78.333,-81.594,3.261,1.041629964,10697,10717.11818,-20.11817608,0,LOS
16720,17652,16254,60,55552,1051,747.712,-78.501,-81.858,3.357,1.042763786,10701,10717.11818,-16.11817608,0,LOS
16527,18722,14151,52,9216,1049,748.8,-78.211,-81.506,3.295,1.042129624,10742,10717.11818,24.88182392,0,LOS
17304,17471,13069,56,9728,1052,744.544,-79.866,-81.058,1.192,1.014924999,10736,10717.11818,18.88182392,0,LOS
18044,17790,11278,52,29696,1050,745.608,-79.848,-82.932,3.084,1.038623384,10757,10717.11818,39.88182392,0,LOS
17227,18709,14863,60,7936,1050,748.776,-79.918,-81.217,1.299,1.016254161,10715,10717.11818,-2.118176077,0,LOS
13404,16564,16997,48,2560,1049,744.52,-79.931,-81.439,1.508,1.018866272,10744,10717.11818,26.88182392,0,LOS
15952,18461,12578,60,28160,1051,745.616,-79.992,-81.244,1.252,1.015651565,10756,10717.11818,38.88182392,0,LOS
17424,18254,13430,56,59392,1049,747.744,-78.338,-81.596,3.258,1.041589012,10713,10717.11818,-4.118176077,0,LOS
16274,18463,13111,56,10752,1052,748.808,-78.085,-81.318,3.233,1.041403599,10753,10717.11818,35.88182392,0,LOS
13912,16807,13616,60,8192,1050,744.544,-79.92,-82.999,3.079,1.038526026,10747,10717.11818,29.88182392,0,LOS
14069,16837,17095,60,35072,1020,746.648,-78.17,-81.518,3.348,1.04282973,10719,10717.11818,1.881823923,0,LOS
13239,16499,14097,52,55808,1051,747.712,-79.917,-81.03,1.113,1.013926949,10747,10717.11818,29.88182392,0,LOS
17179,18922,12614,60,12288,1049,748.8,-78.023,-81.29,3.267,1.041872268,10725,10717.11818,7.881823923,0,LOS
13284,16951,14758,48,38912,1051,742.392,-79.849,-81.196,1.347,1.016869341,10757,10717.11818,39.88182392,0,LOS
16468,19121,14438,64,9472,1021,744.544,-78.155,-81.222,3.067,1.039242531,10708,10717.11818,-9.118176077,0,LOS
16871,18169,14834,60,23808,1049,745.584,-79.903,-81.02,1.117,1.01397945,10680,10717.11818,-37.11817608,0,LOS
13474,16633,17321,60,51200,1052,747.712,-79.874,-81.366,1.492,1.01867942,10709,10717.11818,-8.118176077,0,LOS
17894,17775,13420,60,10240,1050,748.808,-78.589,-81.718,3.129,1.039814732,10698,10717.11818,-19.11817608,0,LOS
16352,17149,16302,60,22528,1020,745.584,-78.467,-81.776,3.309,1.042170594,10717,10717.11818,-0.118176077,0,LOS
17736,16506,9971,56,46592,1051,746.672,-78.624,-81.259,2.635,1.03351394,10668,10717.11818,-49.11817608,0,LOS
16136,17258,17286,56,3072,1049,748.776,-78.151,-81.646,3.495,1.044721117,10687,10717.11818,-30.11817608,0,LOS
16272,17690,14413,68,25088,1051,749.864,-78.606,-81.713,3.107,1.039526245,10729,10717.11818,11.88182392,0,LOS
13400,16963,15329,52,6144,1051,744.52,-78.027,-81.26,3.233,1.041434375,10753,10717.11818,35.88182392,0,LOS
16515,16837,11062,64,28928,1050,745.608,-78.404,-81.144,2.74,1.034947197,10704,10717.11818,-13.11817608,0,LOS
14687,17527,16397,52,5120,1050,748.768,-78.336,-81.65,3.314,1.042304943,10700,10717.11818,-17.11817608,0,LOS
16948,19541,16370,60,22784,1020,749.84,-78.051,-81.435,3.384,1.043356267,10720,10717.11818,2.881823923,0,LOS
13503,18323,15972,56,3584,1049,744.52,-78.021,-81.23,3.209,1.041129952,10735,10717.11818,17.88182392,0,LOS
16725,18589,17301,56,22272,1051,745.576,-78.514,-81.945,3.431,1.043699213,10704,10717.11818,-13.11817608,0,LOS
14479,16612,18500,56,49408,1021,747.704,-78.059,-81.527,3.468,1.044427933,10778,10717.11818,60.88182392,0,LOS
14776,18352,16284,52,53504,1049,747.704,-78.039,-81.394,3.355,1.042991325,10680,10717.11818,-37.11817608,0,LOS
16197,18172,12826,64,11008,1052,748.808,-78.272,-81.456,3.184,1.040678659,10745,10717.11818,27.88182392,0,LOS
16795,19604,16780,60,22272,1050,749.832,-79.988,-81.341,1.353,1.016915037,10699,10717.11818,-18.11817608,0,LOS
16199,17945,16063,64,22272,1050,745.576,-78.113,-81.327,3.214,1.04114552,10706,10717.11818,-11.11817608,0,LOS
16245,18469,11164,52,47104,1021,746.68,-79.917,-81.072,1.155,1.014452494,10691,10717.11818,-26.11817608,0,LOS
16016,19119,12449,64,61952,1051,747.736,-78.143,-81.067,2.924,1.037418579,10712,10717.11818,-5.118176077,0,LOS
14265,16574,18464,56,16384,1049,749.832,-79.956,-81.45,1.494,1.018685277,10776,10717.11818,58.88182392,0,LOS
13788,17231,12965,56,25600,1050,745.608,-79.737,-82.925,3.188,1.039981439,10758,10717.11818,40.88182392,0,LOS
17160,18669,11236,52,47104,1050,746.68,-78.208,-81.333,3.125,1.039957549,10719,10717.11818,1.881823923,0,LOS
14193,17265,16808,48,3840,1020,748.776,-78.221,-81.597,3.376,1.043159765,10710,10717.11818,-7.118176077,0,LOS
15978,17884,14259,56,25344,1050,749.864,-78.596,-81.707,3.111,1.039582167,10753,10717.11818,35.88182392,0,LOS
15841,17690,14074,68,58112,1051,743.48,-78.43,-81.516,3.086,1.039347189,10719,10717.11818,1.881823923,0,LOS
16305,16951,15580,60,22784,1047,745.584,-78.177,-81.387,3.21,1.04106067,10714,10717.11818,-3.118176077,0,LOS
16348,19272,16540,56,22016,1051,745.576,-78.186,-81.583,3.397,1.043447676,10683,10717.11818,-34.11817608,0,LOS
16628,18812,12309,52,45312,1050,746.672,-79.906,-82.943,3.037,1.038007158,10707,10717.11818,-10.11817608,0,LOS
16076,18211,12801,56,60416,1052,747.744,-78.205,-81.31,3.105,1.039703344,10737,10717.11818,19.88182392,0,LOS
16340,18585,14694,64,8704,1050,748.8,-78.378,-81.467,3.089,1.03941157,10690,10717.11818,-27.11817608,0,LOS
13358,17373,16499,52,16640,1051,745.576,-79.866,-81.397,1.531,1.019169609,10767,10717.11818,49.88182392,0,LOS
17299,19046,16290,64,38144,1049,746.64,-78.218,-81.624,3.406,1.043544964,10744,10717.11818,26.88182392,0,LOS
12128,18047,16495,52,49664,1051,747.704,-78.024,-81.225,3.201,1.041025838,10741,10717.11818,23.88182392,0,LOS
16699,17631,14287,52,8448,1049,748.8,-78.295,-81.565,3.27,1.041765119,10713,10717.11818,-4.118176077,0,LOS
16455,19557,17295,64,21760,1052,749.832,-79.998,-81.39,1.392,1.017400435,10690,10717.11818,-27.11817608,0,LOS
13763,16493,17110,48,1536,1020,744.512,-78.241,-81.602,3.361,1.042957017,10724,10717.11818,6.881823923,0,LOS
14228,17896,16531,60,19200,1050,745.584,-78.035,-81.419,3.384,1.043365157,10723,10717.11818,5.881823923,0,LOS
16558,18591,14257,64,41728,1020,746.672,-78.342,-81.627,3.285,1.041931531,10734,10717.11818,16.88182392,0,LOS
14623,17220,17424,60,1280,1051,748.768,-78.415,-81.803,3.388,1.043206019,10692,10717.11818,-25.11817608,0,LOS
17163,16807,9845,68,14592,1049,748.808,-78.349,-81.016,2.667,1.034040001,10702,10717.11818,-15.11817608,0,LOS
16711,19011,16725,60,5888,1051,744.512,-79.989,-81.299,1.31,1.016377252,10674,10717.11818,-43.11817608,0,LOS
16590,19050,11534,60,31232,1050,745.616,-78.027,-82.973,4.946,1.063388314,10752,10717.11818,34.88182392,0,LOS
16933,19061,14355,48,42240,1020,746.672,-79.962,-81.277,1.315,1.016445312,10735,10717.11818,17.88182392,0,LOS
14103,16316,17381,56,512,1049,748.768,-78.325,-81.611,3.286,1.041953399,10700,10717.11818,-17.11817608,0,LOS
13958,16688,17946,52,16896,1051,749.832,-78.003,-81.542,3.539,1.04537005,10769,10717.11818,51.88182392,0,LOS
14850,16656,13470,56,57600,1052,743.48,-78.178,-81.248,3.07,1.03926936,10766,10717.11818,48.88182392,0,LOS
14353,17022,14832,52,6912,1050,744.52,-78.208,-81.441,3.233,1.041338482,10728,10717.11818,10.88182392,0,LOS
14456,17207,16776,60,33536,1020,746.64,-78.38,-81.784,3.404,1.043429446,10712,10717.11818,-5.118176077,0,LOS
16270,18726,17397,64,54016,1050,747.704,-78.475,-81.945,3.47,1.044217904,10722,10717.11818,4.881823923,0,LOS
13058,16657,16121,56,5120,1020,748.768,-78.02,-81.261,3.241,1.041540631,10715,10717.11818,-2.118176077,0,LOS
16401,18495,11859,56,29440,1051,749.864,-78.317,-81.297,2.98,1.038050487,10707,10717.11818,-10.11817608,0,LOS
16746,18415,14222,60,25600,1049,745.608,-78.38,-81.526,3.146,1.04013779,10702,10717.11818,-15.11817608,0,LOS
15688,16558,12895,60,41984,1051,746.672,-78.281,-81.194,2.913,1.037212095,10729,10717.11818,11.88182392,0,LOS
16556,17825,9794,56,65024,1050,747.744,-78.58,-81.202,2.622,1.033367269,10723,10717.11818,5.881823923,0,LOS
15873,18549,13942,52,9472,1020,748.8,-78.069,-81.388,3.319,1.042513674,10724,10717.11818,6.881823923,0,LOS
17110,18138,12665,60,11264,1051,744.552,-78.359,-81.501,3.142,1.0400975,10720,10717.11818,2.881823923,0,LOS
16655,17272,15689,52,23040,1049,745.584,-78.37,-81.716,3.346,1.042694909,10683,10717.11818,-34.11817608,0,LOS
13749,17174,16805,56,51456,1049,747.712,-78.057,-81.381,3.324,1.042584265,10703,10717.11818,-14.11817608,0,LOS
14364,17358,17154,52,2560,1051,748.776,-78.284,-81.673,3.389,1.043291094,10760,10717.11818,42.88182392,0,LOS
14560,18036,15509,64,20480,1050,749.832,-78.001,-81.35,3.349,1.042935347,10733,10717.11818,15.88182392,0,LOS
15931,18018,16798,68,38400,1052,742.384,-78.211,-81.541,3.33,1.042577131,10690,10717.11818,-27.11817608,0,LOS
15005,17664,14745,60,7936,1020,744.52,-78.376,-81.539,3.163,1.040356742,10751,10717.11818,33.88182392,0,LOS
12146,17012,16227,64,20992,1050,745.576,-79.856,-81.214,1.358,1.01700561,10741,10717.11818,23.88182392,0,LOS
14814,16996,15117,56,39680,1021,746.648,-78.362,-81.567,3.205,1.040899926,10710,10717.11818,-7.118176077,0,LOS
17052,17350,10776,56,46592,1051,746.672,-79.754,-82.91,3.156,1.039571683,10758,10717.11818,40.88182392,0,LOS
13841,17055,16774,60,2560,1049,748.776,-78.18,-81.527,3.347,1.042811461,10718,10717.11818,0.881823923,0,LOS
17380,18042,14867,56,24832,1051,749.864,-78.951,-80.016,1.065,1.013489379,10728,10717.11818,10.88182392,0,LOS
16694,17715,15855,60,55808,1052,743.456,-78.206,-81.487,3.281,1.041953303,10685,10717.11818,-32.11817608,0,LOS
17213,18445,14600,60,8448,1050,744.544,-78.357,-81.671,3.314,1.042293605,10727,10717.11818,9.881823923,0,LOS
16031,17037,15864,52,22272,1020,745.576,-78.169,-81.404,3.235,1.041384692,10705,10717.11818,-12.11817608,0,LOS
16656,17960,14532,60,41472,1050,746.672,-78.742,-81.82,3.078,1.039089685,10721,10717.11818,3.881823923,0,LOS
16771,18038,13612,52,58880,1020,747.736,-78.521,-81.651,3.13,1.039861948,10769,10717.11818,51.88182392,0,LOS
15072,17721,17291,60,4608,1051,748.768,-78.376,-81.78,3.404,1.043431663,10697,10717.11818,-20.11817608,0,LOS
14610,17541,12701,52,10240,1049,748.808,-78.004,-81.168,3.164,1.040562022,10737,10717.11818,19.88182392,0,LOS
17143,17657,10496,64,30720,1051,749.872,-78.62,-81.277,2.657,1.033795472,10704,10717.11818,-13.11817608,0,LOS
16496,18949,12990,56,60928,1051,743.488,-78.455,-81.378,2.923,1.037257026,10693,10717.11818,-24.11817608,0,LOS
16640,18636,11610,64,13568,1050,744.544,-78.449,-81.275,2.826,1.036023404,10690,10717.11818,-27.11817608,0,LOS
17029,18026,13963,56,25856,1050,745.608,-78.473,-81.652,3.179,1.040510749,10746,10717.11818,28.88182392,0,LOS
15460,17984,17341,60,37120,1020,746.64,-78.365,-81.708,3.343,1.04265935,10730,10717.11818,12.88182392,0,LOS
12035,18023,16066,52,50432,1050,747.704,-79.865,-81.093,1.228,1.015375947,10763,10717.11818,45.88182392,0,LOS
17069,18283,15771,60,6144,1020,748.776,-78.002,-81.458,3.456,1.044306556,10694,10717.11818,-23.11817608,0,LOS
16718,18515,12519,56,12032,1051,748.808,-78.037,-81.17,3.133,1.040147622,10726,10717.11818,8.881823923,0,LOS
14910,18308,17175,60,36864,1051,742.384,-78.063,-81.469,3.406,1.043631426,10699,10717.11818,-18.11817608,0,LOS
17132,18250,15091,52,7168,1052,744.52,-78.073,-81.448,3.375,1.043228773,10701,10717.11818,-16.11817608,0,LOS
17569,17035,9768,60,14848,1050,744.552,-78.494,-81.243,2.749,1.035021785,10699,10717.11818,-18.11817608,0,LOS
14308,17508,16761,60,18688,1020,745.584,-78.166,-81.493,3.327,1.042563263,10719,10717.11818,1.881823923,0,LOS
18461,18102,10273,52,32000,1050,745.616,-79.825,-82.839,3.014,1.037757595,10740,10717.11818,22.88182392,0,LOS
14562,17162,16646,56,50944,1020,747.704,-78.442,-81.802,3.36,1.042834196,10757,10717.11818,39.88182392,0,LOS
14229,17322,12897,52,58624,1051,747.736,-79.93,-81.114,1.184,1.014812961,10777,10717.11818,59.88182392,0,LOS
13976,17485,16947,64,3328,1049,748.776,-78.058,-81.44,3.382,1.043326757,10719,10717.11818,1.881823923,0,LOS
16464,18202,10671,56,15360,1051,748.808,-79.941,-82.961,3.02,1.037777861,10752,10717.11818,34.88182392,0,LOS
17458,18454,14000,64,25856,1049,749.864,-79.98,-81.261,1.281,1.016016504,10711,10717.11818,-6.118176077,0,LOS
15482,18114,11781,60,45568,1051,742.416,-79.914,-81.06,1.146,1.014340416,10751,10717.11818,33.88182392,0,LOS
17399,18046,12360,56,11776,1052,744.552,-78.249,-81.464,3.215,1.041086787,10711,10717.11818,-6.118176077,0,LOS
17247,19287,15506,64,7680,1050,744.52,-79.948,-81.307,1.359,1.016998549,10691,10717.11818,-26.11817608,0,LOS
16876,19183,14858,64,24832,1020,745.608,-78.152,-81.515,3.363,1.043031528,10732,10717.11818,14.88182392,0,LOS
13774,17531,14769,60,39936,1050,746.648,-78.083,-81.306,3.223,1.04127659,10769,10717.11818,51.88182392,0,LOS
17122,18993,14073,60,59136,1020,747.736,-78.157,-81.406,3.249,1.041570173,10726,10717.11818,8.881823923,0,LOS
16969,17753,12673,52,59904,1049,747.744,-79.923,-81.115,1.192,1.014914355,10763,10717.11818,45.88182392,0,LOS
17440,19160,12963,68,12032,1051,748.808,-79.891,-81.161,1.27,1.015896659,10717,10717.11818,-0.118176077,0,LOS
15621,16629,11551,60,27904,1049,749.872,-78.166,-82.983,4.817,1.061625259,10709,10717.11818,-8.118176077,0,LOS
15232,18619,17099,52,36864,1051,742.384,-78.098,-81.502,3.404,1.043586263,10692,10717.11818,-25.11817608,0,LOS
17100,17528,13000,60,59136,1020,743.48,-79.912,-81.112,1.2,1.015016518,10768,10717.11818,50.88182392,0,LOS
16505,18911,13223,56,11264,1050,744.552,-79.919,-82.98,3.061,1.03830128,10695,10717.11818,-22.11817608,0,LOS
16340,18901,11384,64,30976,1020,745.616,-78.037,-82.935,4.898,1.062765099,10750,10717.11818,32.88182392,0,LOS
14321,17628,15220,52,39424,1050,746.648,-78.356,-81.498,3.142,1.040099035,10743,10717.11818,25.88182392,0,LOS
14402,17563,14627,52,56832,1021,747.712,-78.33,-81.493,3.163,1.040380442,10740,10717.11818,22.88182392,0,LOS
16353,18169,17691,56,2816,1051,748.776,-79.989,-81.574,1.585,1.019815225,10713,10717.11818,-4.118176077,0,LOS
16780,19555,16602,60,5888,1049,748.768,-78.172,-81.563,3.391,1.043378703,10712,10717.11818,-5.118176077,0,LOS
17524,17948,12337,56,27904,1051,741.36,-78.3,-81.497,3.197,1.04083014,10700,10717.11818,-17.11817608,0,LOS
17597,16415,9170,56,32000,1050,749.872,-79.862,-82.753,2.891,1.036199945,10748,10717.11818,30.88182392,0,LOS
16577,19238,12894,44,12288,1050,744.544,-78.074,-81.073,2.999,1.038412276,10737,10717.11818,19.88182392,0,LOS
15611,17860,17336,56,37888,1050,746.64,-78.487,-81.866,3.379,1.043051716,10710,10717.11818,-7.118176077,0,LOS
15038,17585,16903,52,51712,1020,747.712,-78.527,-81.938,3.411,1.043437289,10701,10717.11818,-16.11817608,0,LOS
14764,16824,17681,52,256,1050,748.768,-78.526,-81.932,3.406,1.043374169,10738,10717.11818,20.88182392,0,LOS
17263,18946,13887,56,10240,1020,748.808,-78.316,-81.579,3.263,1.041664539,10715,10717.11818,-2.118176077,0,LOS
17500,17145,11153,56,28928,1051,749.864,-78.325,-81.298,2.973,1.037957229,10738,10717.11818,20.88182392,0,LOS
17420,17573,11428,64,12544,1049,744.544,-78.453,-81.471,3.018,1.038468892,10701,10717.11818,-16.11817608,0,LOS
12778,17115,15913,52,21504,1051,745.576,-78.136,-81.369,3.233,1.041376574,10736,10717.11818,18.88182392,0,LOS
18482,19132,10864,56,31744,1050,745.616,-79.883,-82.943,3.06,1.038306023,10735,10717.11818,17.88182392,0,LOS
17815,19392,13789,64,43520,1020,746.68,-78.035,-81.355,3.32,1.042545012,10741,10717.11818,23.88182392,0,LOS
13086,16543,13619,52,56320,1050,747.712,-79.798,-82.824,3.026,1.03792075,10739,10717.11818,21.88182392,0,LOS
15787,19086,16736,60,5376,1020,748.768,-79.97,-81.345,1.375,1.017193948,10716,10717.11818,-1.118176077,0,LOS
